,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,title_artist_id,isrc_track_id,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
756,the boy is mine,eternal sunshine,Ariana Grande,3/8/2024,USUM72317268,752,56.0,"175,336,290","8,386","79,812,251",80.0,"44,458,370","1,448,800",225,"397,044","3,842,071","297,433,202",46.0,"4,569",18,18.0,"1,000,937",52.0,"1,253,330","1,313","873,706","209,987",,1,0Lmbke3KNVFXtoH2mMSHCw,,0Lmbke3KNVFXtoH2mMSHCw,0.795,0.63,7.0,-5.854,0.0,0.0434,0.157,0.0,0.0732,0.447,97.998,audio_features,0Lmbke3KNVFXtoH2mMSHCw,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,https://api.spotify.com/v1/tracks/0Lmbke3KNVFXtoH2mMSHCw,https://api.spotify.com/v1/audio-analysis/0Lmbke3KNVFXtoH2mMSHCw,173640.0,4.0
757,When We Were Young (The Logical Song),When We Were Young (The Logical Song),David Guetta,11/10/2023,UKWLG2300117,754,55.9,"158,952,262","20,712","61,778,572",3.0,"31,073,689","328,486",,,,"1,644,370,622",48.0,"102,033",363,73.0,"3,521,094",52.0,"2,844,763",121,"805,036","1,754,057",,0,1CcLA0eaauck34YEIrvAAq,,1CcLA0eaauck34YEIrvAAq,0.657,0.914,0.0,-4.513,0.0,0.0523,0.0526,6.32e-06,0.109,0.502,139.989,audio_features,1CcLA0eaauck34YEIrvAAq,spotify:track:1CcLA0eaauck34YEIrvAAq,https://api.spotify.com/v1/tracks/1CcLA0eaauck34YEIrvAAq,https://api.spotify.com/v1/audio-analysis/1CcLA0eaauck34YEIrvAAq,147433.0,4.0
758,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Nu King,Jason Derulo,2/16/2024,USAT22400762,755,55.9,,,,,,,,,,,,,,,,9.0,,,,"10,744,906",,0,6kex4EBAj0WHXDKZMEJaaF,,6kex4EBAj0WHXDKZMEJaaF,0.689,0.789,1.0,-4.901,1.0,0.122,0.154,0.0,0.203,0.745,98.043,audio_features,6kex4EBAj0WHXDKZMEJaaF,spotify:track:6kex4EBAj0WHXDKZMEJaaF,https://api.spotify.com/v1/tracks/6kex4EBAj0WHXDKZMEJaaF,https://api.spotify.com/v1/audio-analysis/6kex4EBAj0WHXDKZMEJaaF,216409.0,4.0
759,Lay Low,Lay Low,Tiï¿½ï¿,1/6/2023,NLZ542202348,756,55.9,"406,141,247","67,235","95,995,595",70.0,"91,367,578","707,830","173,461","21,756,073","588,640,576","335,569,922",93.0,"142,340",498,66.0,"1,547,811",3.0,,,"1,772,021","3,933,085",,0,3IhM5Mber8KA0NaRNpK2px,,3IhM5Mber8KA0NaRNpK2px,0.554,0.884,1.0,-4.424,0.0,0.212,0.065,7.74e-05,0.342,0.418,121.895,audio_features,3IhM5Mber8KA0NaRNpK2px,spotify:track:3IhM5Mber8KA0NaRNpK2px,https://api.spotify.com/v1/tracks/3IhM5Mber8KA0NaRNpK2px,https://api.spotify.com/v1/audio-analysis/3IhM5Mber8KA0NaRNpK2px,153443.0,4.0
760,Bounce When She Walk,Bounce When She Walk,Ohboyprince,2/3/2023,QZFZ72321643,753,55.9,"18,637,452","6,915","751,599",45.0,"6,534,668","116,631","4,038,735","280,985,573","3,179,523,129",,2.0,"1,271",51,,,,"203,441","1,633",,"1,081,839",,1,3d1uVR0tV2z4QxKH3gcxrK,,3d1uVR0tV2z4QxKH3gcxrK,0.758,0.659,11.0,-7.744,1.0,0.0437,0.0137,1.38e-06,0.169,0.345,147.152,audio_features,3d1uVR0tV2z4QxKH3gcxrK,spotify:track:3d1uVR0tV2z4QxKH3gcxrK,https://api.spotify.com/v1/tracks/3d1uVR0tV2z4QxKH3gcxrK,https://api.spotify.com/v1/audio-analysis/3d1uVR0tV2z4QxKH3gcxrK,208980.0,4.0
761,"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,11/5/2022,INZ031411736,757,55.8,"250,599,391","19,757","12,938,935",66.0,"642,774,625","4,620,243",,,,"2,903,846",27.0,"1,266",,1.0,"1,097",10.0,,,,"476,013",,0,4kLVbdUSLh3m2UcYRTt9CD,,4kLVbdUSLh3m2UcYRTt9CD,0.586,0.562,9.0,-7.399,1.0,0.0267,0.803,5.52e-06,0.063,0.436,93.982,audio_features,4kLVbdUSLh3m2UcYRTt9CD,spotify:track:4kLVbdUSLh3m2UcYRTt9CD,https://api.spotify.com/v1/tracks/4kLVbdUSLh3m2UcYRTt9CD,https://api.spotify.com/v1/audio-analysis/4kLVbdUSLh3m2UcYRTt9CD,261702.0,4.0
762,Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",Lady Gaga,5/3/2022,USUM72206231,759,55.7,"315,680,664","50,632","13,985,305",69.0,"317,472,115","2,373,170","129,481","23,093,203","424,398,738","5,867,793,586",48.0,"266,181",421,27.0,"243,087",42.0,"45,731,400","18,758",,"5,802,558",,0,0oWraSo5ASJ0h1BEagTyEw,,0oWraSo5ASJ0h1BEagTyEw,0.519,0.617,7.0,-4.287,1.0,0.0313,0.0387,0.0,0.401,0.222,147.708,audio_features,0oWraSo5ASJ0h1BEagTyEw,spotify:track:0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/tracks/0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/audio-analysis/0oWraSo5ASJ0h1BEagTyEw,225300.0,3.0
763,Big Energy,Big Energy - Single,Latto,9/24/2021,USRC12102454,758,55.7,"324,162,855","53,099","32,807,694",61.0,"60,970,543","695,638","247,053","95,081,920","994,551,093","1,214,970",66.0,"697,459","3,758",22.0,"822,207",42.0,"104,995,029","62,461",,"5,969,740",,1,6Zu3aw7FfjAF9WA0fA81Oq,,6Zu3aw7FfjAF9WA0fA81Oq,0.935,0.807,11.0,-3.838,0.0,0.114,0.0514,0.0,0.349,0.813,106.017,audio_features,6Zu3aw7FfjAF9WA0fA81Oq,spotify:track:6Zu3aw7FfjAF9WA0fA81Oq,https://api.spotify.com/v1/tracks/6Zu3aw7FfjAF9WA0fA81Oq,https://api.spotify.com/v1/audio-analysis/6Zu3aw7FfjAF9WA0fA81Oq,173182.0,4.0
764,Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,USUM71912330,761,55.6,"1,263,989,128","156,671","25,905,453",72.0,"795,828,166","8,115,938","35,383","8,434,416","78,005,488","508,823,655",128.0,"117,516",394,166.0,"396,114",25.0,"230,614,636","107,631","18,209,981","5,216,769",,1,0t3ZvGKlmYmVsDzBJAXK8C,,0t3ZvGKlmYmVsDzBJAXK8C,0.547,0.653,5.0,-3.875,1.0,0.081,0.456,0.0,0.103,0.163,150.097,audio_features,0t3ZvGKlmYmVsDzBJAXK8C,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/audio-analysis/0t3ZvGKlmYmVsDzBJAXK8C,174853.0,4.0
765,Location,Location,Khalid,5/24/2016,TCACO1662934,760,55.6,"1,369,299,352","169,370","32,275,029",71.0,"815,137,609","5,138,837","80,456","17,516,516","77,860,109","170,885,369",188.0,"50,322",119,63.0,"235,041",53.0,"471,086,924","389,023","122,419,042","4,283,369",,0,152lZdxL1OR0ZMW6KquMif,,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1.0,-11.462,0.0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080.0,4.0
766,Italodisco,Italodisco,The Kolors,5/5/2023,ITQ002300342,762,55.4,"142,141,861","22,711","10,786,942",67.0,"142,319,744","819,805","946,028","19,085,610","403,681,891","258,305,365",37.0,"81,612",,10.0,"3,281,500",13.0,"32,117",172,,"3,570,846",,1,3QAU2pj4LUKf7yaTgANlQV,,3QAU2pj4LUKf7yaTgANlQV,0.885,0.579,11.0,-5.14,0.0,0.0596,0.00318,0.0,0.0708,0.817,123.038,audio_features,3QAU2pj4LUKf7yaTgANlQV,spotify:track:3QAU2pj4LUKf7yaTgANlQV,https://api.spotify.com/v1/tracks/3QAU2pj4LUKf7yaTgANlQV,https://api.spotify.com/v1/audio-analysis/3QAU2pj4LUKf7yaTgANlQV,199512.0,4.0
767,Perfect Night,Perfect Night,LE SSERAFIM,10/27/2023,USA2P2349660,763,55.4,"279,667,395","23,583","16,220,736",78.0,"93,707,680","1,139,367","316,771","152,082,704","1,178,951,518","1,201,238,468",29.0,"4,596",79,11.0,"313,525",28.0,"493,236",443,"984,170","435,036",,0,74X2u8JMVooG2QbjRxXwR8,,74X2u8JMVooG2QbjRxXwR8,0.697,0.82,5.0,-4.502,1.0,0.0308,0.1,0.0,0.0631,0.502,136.054,audio_features,74X2u8JMVooG2QbjRxXwR8,spotify:track:74X2u8JMVooG2QbjRxXwR8,https://api.spotify.com/v1/tracks/74X2u8JMVooG2QbjRxXwR8,https://api.spotify.com/v1/audio-analysis/74X2u8JMVooG2QbjRxXwR8,159080.0,4.0
768,Vida de Rico,Vida de Rico,Camilo,9/21/2020,USSD12000388,767,55.4,"568,823,269","54,968","26,455,856",64.0,"1,094,129,734","7,637,000","1,913,634","77,602,054","835,046,287","149,145,491",112.0,"45,003",73,24.0,"135,286",39.0,"21,813,224","14,722",,"1,819,660",,0,4nTduFjaTmGysc9WKNuCcs,,4nTduFjaTmGysc9WKNuCcs,0.808,0.497,6.0,-4.008,1.0,0.0453,0.18,0.0,0.0642,0.962,87.987,audio_features,4nTduFjaTmGysc9WKNuCcs,spotify:track:4nTduFjaTmGysc9WKNuCcs,https://api.spotify.com/v1/tracks/4nTduFjaTmGysc9WKNuCcs,https://api.spotify.com/v1/audio-analysis/4nTduFjaTmGysc9WKNuCcs,184722.0,4.0
769,Frï¿½ï¿½gil (feat. Grupo Front,Frï¿½ï¿½gil (feat. Grupo Front,Yahritza Y Su Esencia,4/7/2023,USQX92302369,765,55.4,"432,988,420","32,294","28,454,994",67.0,"194,658,217","1,261,625","633,280","45,475,847","750,998,497","9,725,361",35.0,"22,768",31,14.0,"1,229,279",25.0,"33,073,012","10,830",,"1,407,776",,0,,4JdSXF2p71cr8uCY3UiJM0,4JdSXF2p71cr8uCY3UiJM0,0.605,0.726,6.0,-4.515,1.0,0.0309,0.365,0.0,0.112,0.393,149.918,audio_features,4JdSXF2p71cr8uCY3UiJM0,spotify:track:4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/tracks/4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/audio-analysis/4JdSXF2p71cr8uCY3UiJM0,160518.0,4.0
770,In My Feelings,Scorpion,Drake,6/29/2018,USCM51800206,766,55.4,"1,389,607,643","179,820","36,937,605",68.0,"749,282,095","9,464,140","294,022","46,457,728","521,014,819","204,014,215",144.0,"18,150",396,65.0,"496,515",53.0,"344,214,850","668,750",,"7,188,287",,1,2G7V7zsVDxg1yRsu7Ew9RJ,,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,audio_features,2G7V7zsVDxg1yRsu7Ew9RJ,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,217925.0,4.0
771,You Broke My Heart,For All The Dogs Scary Hours Edition,Drake,10/6/2023,USUG12309646,764,55.4,"123,522,254","26,849","21,166,663",,"21,213,402","365,281","2,214","572,150","3,432,405","1,827,340,338",25.0,"91,995",20,6.0,"159,003",33.0,"11,677,247","5,338","5,254,476","814,161",,1,5Se32hEA9raeboZerywxka,,5Se32hEA9raeboZerywxka,0.465,0.7,10.0,-5.163,0.0,0.0893,0.203,0.0,0.299,0.276,120.854,audio_features,5Se32hEA9raeboZerywxka,spotify:track:5Se32hEA9raeboZerywxka,https://api.spotify.com/v1/tracks/5Se32hEA9raeboZerywxka,https://api.spotify.com/v1/audio-analysis/5Se32hEA9raeboZerywxka,230709.0,4.0
772,Attention,Attention,Charlie Puth,4/20/2017,USAT21700928,768,55.3,"1,800,254,516","162,682","40,159,047",75.0,"1,875,529,996","14,529,538","391,214","96,491,219","759,021,013","1,775,438,219",,"22,199",160,135.0,"792,329",40.0,"352,441,778","196,853",,,,0,5cF0dROlMOK5uNZtivgu50,,5cF0dROlMOK5uNZtivgu50,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,audio_features,5cF0dROlMOK5uNZtivgu50,spotify:track:5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/tracks/5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/audio-analysis/5cF0dROlMOK5uNZtivgu50,208787.0,4.0
773,Zhurek,Zhurek,Adam,10/6/2023,DGA0M2333309,770,55.3,"8,893,883","1,745","385,351",,"238,585,397","1,478,754","59,100","107,018","1,640,900","628,241,049",8.0,"4,579",,,,,,,,"3,415,610",,0,0ZyiSPeBaGwuisTDjyiZwh,,0ZyiSPeBaGwuisTDjyiZwh,0.693,0.655,0.0,-4.411,1.0,0.031,0.68,0.00344,0.346,0.702,89.01,audio_features,0ZyiSPeBaGwuisTDjyiZwh,spotify:track:0ZyiSPeBaGwuisTDjyiZwh,https://api.spotify.com/v1/tracks/0ZyiSPeBaGwuisTDjyiZwh,https://api.spotify.com/v1/audio-analysis/0ZyiSPeBaGwuisTDjyiZwh,196854.0,4.0
774,Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,5/25/2018,USAT21802284,769,55.3,"1,709,991,997","187,053","79,925,766",80.0,"1,447,964,376","19,917,766","2,026,064","188,810,282","2,833,687,729","1,915,732,260",1.0,"1,563",132,41.0,"460,093",10.0,,,,,,0,2qxmye6gAegTMjLKEBoR3d,,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354.0,4.0
775,In The End,In the End,Tommee Profitt,4/6/2018,TCADO1871408,771,55.2,"85,068,645","23,747","2,345,029",52.0,"1,615,682,416","16,097,448","7,610,004","421,716,078","6,274,917,849","104,330,417",11.0,96,6,3.0,"28,699",,"850,756","1,833",,"8,985,174",,0,5rAUZy2eDdegBxUVYxePK2,,5rAUZy2eDdegBxUVYxePK2,0.618,0.611,7.0,-6.654,0.0,0.11,0.477,0.0333,0.162,0.224,88.07,audio_features,5rAUZy2eDdegBxUVYxePK2,spotify:track:5rAUZy2eDdegBxUVYxePK2,https://api.spotify.com/v1/tracks/5rAUZy2eDdegBxUVYxePK2,https://api.spotify.com/v1/audio-analysis/5rAUZy2eDdegBxUVYxePK2,218189.0,4.0
776,Took Her To The O,Took Her To The O,King Von,2/21/2020,USUYG1296663,772,55.1,"497,832,707","156,669","13,464,335",74.0,"265,905,159","2,363,958","171,287","89,782,204","644,816,718","7,516,419",30.0,939,,2.0,"4,396",10.0,"33,625,448","44,231","86,394,034","1,146,823",,1,7fEoXCZTZFosUFvFQg1BmW,,7fEoXCZTZFosUFvFQg1BmW,0.82,0.592,1.0,-7.002,1.0,0.29,0.0149,4.71e-06,0.121,0.4,159.98,audio_features,7fEoXCZTZFosUFvFQg1BmW,spotify:track:7fEoXCZTZFosUFvFQg1BmW,https://api.spotify.com/v1/tracks/7fEoXCZTZFosUFvFQg1BmW,https://api.spotify.com/v1/audio-analysis/7fEoXCZTZFosUFvFQg1BmW,196180.0,4.0
777,Boyfriend,Boyfriend,Dove Cameron,2/11/2022,USQX92200693,774,55.1,"637,836,235","96,878","50,739,981",68.0,"182,917,309","3,547,237","488,047","311,431,134","1,955,825,500","3,121,389,798",54.0,"241,487","2,099",38.0,"346,695",35.0,"54,288,683","24,559",,"2,178,227",,1,59CfNbkERJ3NoTXDvoURjj,,59CfNbkERJ3NoTXDvoURjj,0.345,0.612,7.0,-6.543,0.0,0.0608,0.232,0.0,0.194,0.232,179.773,audio_features,59CfNbkERJ3NoTXDvoURjj,spotify:track:59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/tracks/59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/audio-analysis/59CfNbkERJ3NoTXDvoURjj,153000.0,3.0
778,Orquestra Maldita,Orquestra Maldita,TRASHXRL,6/15/2023,SGW502301764,773,55.1,"119,445,482","16,844","15,941,203",14.0,"52,878,314","712,327","2,337,660","235,664,103","3,177,714,575",,1.0,,,,,,,,,,,1,7hcagAQDiI0TgUOv337NIr,,7hcagAQDiI0TgUOv337NIr,0.641,0.988,10.0,0.427,1.0,0.0615,0.243,0.327,0.0893,0.849,130.073,audio_features,7hcagAQDiI0TgUOv337NIr,spotify:track:7hcagAQDiI0TgUOv337NIr,https://api.spotify.com/v1/tracks/7hcagAQDiI0TgUOv337NIr,https://api.spotify.com/v1/audio-analysis/7hcagAQDiI0TgUOv337NIr,119778.0,4.0
779,Sucker,Sucker,Jonas Brothers,3/1/2019,USUG11900515,775,55.0,"1,411,856,834","128,280","42,394,972",73.0,"641,158,161","9,661,491","328,479","33,317,769","280,853,608","487,784,808",214.0,"499,130",814,176.0,"671,754",90.0,"281,820,508","190,779",,"6,948,452",,0,22vgEDb5hykfaTwLuskFGD,,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027.0,4.0
780,Alone,Alone,Marshmello,5/13/2016,CA6D21600147,776,55.0,"561,103,984","80,971","18,764,148",65.0,"3,130,843,590","32,799,797","524,156","50,668,664","462,245,126","454,361,203",48.0,"3,744",2,16.0,"66,450",17.0,"43,619,580","201,447",,"3,223,632",,0,3MEYFivt6bilQ9q9mFWZ4g,,3MEYFivt6bilQ9q9mFWZ4g,0.631,0.953,2.0,-3.739,1.0,0.0343,0.0241,0.0155,0.108,0.422,141.99,audio_features,3MEYFivt6bilQ9q9mFWZ4g,spotify:track:3MEYFivt6bilQ9q9mFWZ4g,https://api.spotify.com/v1/tracks/3MEYFivt6bilQ9q9mFWZ4g,https://api.spotify.com/v1/audio-analysis/3MEYFivt6bilQ9q9mFWZ4g,273803.0,4.0
781,Moto,Moto - Single,Diler Kharkiya,1/6/2020,INR731900731,778,54.9,,424,"60,155",,"706,716,815","3,418,527","10,000,000","79,580,452","1,357,260,180",,,,,,,,,,,,,0,6C4nR28L6jAYdMd4DiVEwl,,6C4nR28L6jAYdMd4DiVEwl,0.701,0.653,3.0,-5.338,0.0,0.058,0.0888,0.0,0.0925,0.552,155.707,audio_features,6C4nR28L6jAYdMd4DiVEwl,spotify:track:6C4nR28L6jAYdMd4DiVEwl,https://api.spotify.com/v1/tracks/6C4nR28L6jAYdMd4DiVEwl,https://api.spotify.com/v1/audio-analysis/6C4nR28L6jAYdMd4DiVEwl,181538.0,4.0
782,Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,4/16/2021,USUM72104664,779,54.9,"817,933,263","104,636","31,495,621",70.0,"658,407,296","4,541,248","877,700","82,923,244","870,762,842","136,526,601",105.0,"51,363",244,36.0,"1,953,756",46.0,"41,931,285","7,638",,"2,894,166",,0,,655JkvIwu2rDCaD1hPf04g,655JkvIwu2rDCaD1hPf04g,0.715,0.611,4.0,-5.094,0.0,0.0519,0.176,0.0,0.0949,0.776,79.971,audio_features,655JkvIwu2rDCaD1hPf04g,spotify:track:655JkvIwu2rDCaD1hPf04g,https://api.spotify.com/v1/tracks/655JkvIwu2rDCaD1hPf04g,https://api.spotify.com/v1/audio-analysis/655JkvIwu2rDCaD1hPf04g,195333.0,4.0
783,PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,QZNMX2257577,777,54.9,"193,109,326","76,047","4,765,141",8.0,"64,413,388","1,143,541","238,183","174,951,046","1,526,856,459","210,031,126",17.0,"40,110","2,704",4.0,"479,325",1.0,"7,692,981","6,306","23,495,613","2,304,354",,1,6RGH7mvHffrBcHuW60vgZB,,6RGH7mvHffrBcHuW60vgZB,0.955,0.516,11.0,-10.501,0.0,0.33,0.332,0.0,0.189,0.694,119.926,audio_features,6RGH7mvHffrBcHuW60vgZB,spotify:track:6RGH7mvHffrBcHuW60vgZB,https://api.spotify.com/v1/tracks/6RGH7mvHffrBcHuW60vgZB,https://api.spotify.com/v1/audio-analysis/6RGH7mvHffrBcHuW60vgZB,125858.0,4.0
784,GOOBA,GOOBA,6ix9ine,5/8/2020,QZA742002191,780,54.8,"472,027,271","97,766","8,876,147",2.0,"1,012,949,756","14,257,151","2,295,814","448,572,991","4,846,286,370","155,050,116",22.0,120,57,10.0,"24,148",3.0,"11,693,239","76,976",,"2,224,515",,1,2zvDnNLW4yZ4a0YcGiOEBX,,2zvDnNLW4yZ4a0YcGiOEBX,0.611,0.688,1.0,-5.688,1.0,0.341,0.0264,0.0,0.251,0.393,178.462,audio_features,2zvDnNLW4yZ4a0YcGiOEBX,spotify:track:2zvDnNLW4yZ4a0YcGiOEBX,https://api.spotify.com/v1/tracks/2zvDnNLW4yZ4a0YcGiOEBX,https://api.spotify.com/v1/audio-analysis/2zvDnNLW4yZ4a0YcGiOEBX,132303.0,4.0
785,vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12305004,781,54.8,"997,536,616","5,268","1,949,130",1.0,,,,,,,48.0,"301,028",,2.0,"18,375",2.0,,,,,,0,1kuGVB7EU95pJObxwvfwKS,,1kuGVB7EU95pJObxwvfwKS,0.484,0.53,5.0,-5.821,1.0,0.0538,0.154,0.0,0.263,0.323,136.848,audio_features,1kuGVB7EU95pJObxwvfwKS,spotify:track:1kuGVB7EU95pJObxwvfwKS,https://api.spotify.com/v1/tracks/1kuGVB7EU95pJObxwvfwKS,https://api.spotify.com/v1/audio-analysis/1kuGVB7EU95pJObxwvfwKS,219724.0,4.0
786,THE DINER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401989,790,54.7,"66,101,468","3,693","9,878,576",84.0,"4,252,419","117,031",180,"1,800,000","11,200,000","934,654",45.0,195,16,5.0,"56,919",9.0,"184,455",248,"685,021","52,008",,0,1LLUoftvmTjVNBHZoQyveF,,1LLUoftvmTjVNBHZoQyveF,0.857,0.386,1.0,-9.761,1.0,0.168,0.243,0.0931,0.111,0.661,125.017,audio_features,1LLUoftvmTjVNBHZoQyveF,spotify:track:1LLUoftvmTjVNBHZoQyveF,https://api.spotify.com/v1/tracks/1LLUoftvmTjVNBHZoQyveF,https://api.spotify.com/v1/audio-analysis/1LLUoftvmTjVNBHZoQyveF,186347.0,4.0
787,6 In the Morning (feat. Nate Dogg),6 In the Morning (feat. Nate Dogg) - Single,Flex (UK),5/17/2024,GBARL2400669,785,54.7,"4,505,404","1,248","19,427,406",64.0,,,,,,,2.0,25,,2.0,"34,694",31.0,,,"3,150,291","24,801",,1,4hGLX2kT2Ayrw0Uh2oQp0J,,4hGLX2kT2Ayrw0Uh2oQp0J,0.793,0.658,5.0,-9.306,0.0,0.0619,0.00323,0.911,0.0818,0.393,131.985,audio_features,4hGLX2kT2Ayrw0Uh2oQp0J,spotify:track:4hGLX2kT2Ayrw0Uh2oQp0J,https://api.spotify.com/v1/tracks/4hGLX2kT2Ayrw0Uh2oQp0J,https://api.spotify.com/v1/audio-analysis/4hGLX2kT2Ayrw0Uh2oQp0J,168001.0,4.0
788,Light Switch,Light Switch (Instrumental),Charlie Puth,1/19/2022,USAT22107359,782,54.7,"593,554,969","84,288","17,284,885",67.0,"284,499,511","3,909,648","506,518","475,880,505","4,729,678,365","3,277,338,062",98.0,"201,936",866,30.0,"685,471",48.0,"55,256,200","10,657","2,916,780","2,231,820",,0,1jEBSDN5vYViJQr78W7jr2,,1jEBSDN5vYViJQr78W7jr2,0.689,0.627,6.0,-5.692,1.0,0.308,0.105,0.000321,0.0905,0.905,184.008,audio_features,1jEBSDN5vYViJQr78W7jr2,spotify:track:1jEBSDN5vYViJQr78W7jr2,https://api.spotify.com/v1/tracks/1jEBSDN5vYViJQr78W7jr2,https://api.spotify.com/v1/audio-analysis/1jEBSDN5vYViJQr78W7jr2,187704.0,4.0
789,"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]","Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]",Mika Singh,5/1/2024,INS182401375,783,54.7,"1,852,457",79,"3,399,376",,"57,254,911","1,254,450",,,,,,91,,,,11.0,,,,"4,169",,0,1o0bFBGkxgxCnu6mg2YrP1,,1o0bFBGkxgxCnu6mg2YrP1,0.826,0.756,2.0,-10.103,1.0,0.103,0.386,0.0875,0.103,0.667,152.049,audio_features,1o0bFBGkxgxCnu6mg2YrP1,spotify:track:1o0bFBGkxgxCnu6mg2YrP1,https://api.spotify.com/v1/tracks/1o0bFBGkxgxCnu6mg2YrP1,https://api.spotify.com/v1/audio-analysis/1o0bFBGkxgxCnu6mg2YrP1,256040.0,4.0
790,On Me,On Me,Lil Baby,12/4/2020,USUG12004399,788,54.7,"368,017,246","105,732","15,129,396",67.0,"227,182,263","1,554,044","163,221","22,024,839","198,936,453","37,367,982",57.0,"178,634",372,9.0,"32,400",6.0,"141,610,948","45,141","53,891,709","1,728,476",,1,4Iedi94TIaB2GGb1nMB68v,,4Iedi94TIaB2GGb1nMB68v,0.856,0.564,6.0,-6.295,0.0,0.392,0.00327,0.0,0.134,0.483,77.972,audio_features,4Iedi94TIaB2GGb1nMB68v,spotify:track:4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/tracks/4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/audio-analysis/4Iedi94TIaB2GGb1nMB68v,135960.0,4.0
791,when the party's over,when the party's over,Billie Eilish,10/17/2018,USUM71815958,787,54.7,"1,845,938,685","186,633","79,124,996",79.0,"931,398,498","13,775,924","1,622,629","210,787,744","1,349,258,289","750,592,461",163.0,"24,691",55,62.0,"398,168",32.0,"139,323,553","150,239",,"5,811,377",,0,43zdsphuZLzwA9k4DJhU0I,,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077.0,4.0
